id,branch_id,day_of_week,open_time,close_time,is_closed,created_at,updated_at,created_by,updated_by,deleted_at
45d4c43d-b3f0-4352-8793-103586348a79,339f4ea2-2c5d-4bc4-a1aa-c3783ffe7fea,0,09:00:00,20:00:00,0,2024-01-02 00:00:00,2024-01-02 00:00:00,,,
82a69072-cbef-4238-bbe7-7c9ef1247e75,339f4ea2-2c5d-4bc4-a1aa-c3783ffe7fea,1,06:00:00,22:00:00,0,2024-01-02 00:00:00,2024-01-02 00:00:00,,,
70cac88d-43c4-492c-8bc2-5659b8c16550,339f4ea2-2c5d-4bc4-a1aa-c3783ffe7fea,2,06:00:00,22:00:00,0,2024-01-02 00:00:00,2024-01-02 00:00:00,,,
f4a1ea61-6df2-4f2d-bef1-843ba39fbee2,339f4ea2-2c5d-4bc4-a1aa-c3783ffe7fea,3,06:00:00,22:00:00,0,2024-01-02 00:00:00,2024-01-02 00:00:00,,,
dd4b310c-ad95-42e4-84c2-68e9632b64ed,339f4ea2-2c5d-4bc4-a1aa-c3783ffe7fea,4,06:00:00,22:00:00,0,2024-01-02 00:00:00,2024-01-02 00:00:00,,,
25067025-becb-48d3-841b-f606a0fe6720,339f4ea2-2c5d-4bc4-a1aa-c3783ffe7fea,5,06:00:00,22:00:00,0,2024-01-02 00:00:00,2024-01-02 00:00:00,,,
9067ae66-9b4f-495f-bb05-6d86d40ed6db,339f4ea2-2c5d-4bc4-a1aa-c3783ffe7fea,6,06:00:00,22:00:00,0,2024-01-02 00:00:00,2024-01-02 00:00:00,,,
19cd3e6b-ecd6-48fd-b4f8-c41047227263,6f996f5c-9b87-401f-b8e3-3f3286a589f4,0,09:00:00,20:00:00,0,2024-01-02 00:00:00,2024-01-02 00:00:00,,,
e335b7b3-8465-400e-8611-fd64ef142caa,6f996f5c-9b87-401f-b8e3-3f3286a589f4,1,06:00:00,22:00:00,0,2024-01-02 00:00:00,2024-01-02 00:00:00,,,
bf8f14d2-c669-4dff-8db6-ce6ff439eeb3,6f996f5c-9b87-401f-b8e3-3f3286a589f4,2,06:00:00,22:00:00,0,2024-01-02 00:00:00,2024-01-02 00:00:00,,,
3c48280c-a521-4087-b5ab-fe2816fdb7af,6f996f5c-9b87-401f-b8e3-3f3286a589f4,3,06:00:00,22:00:00,0,2024-01-02 00:00:00,2024-01-02 00:00:00,,,
c05797a9-467a-4f4d-84c0-cb537a49b816,6f996f5c-9b87-401f-b8e3-3f3286a589f4,4,06:00:00,22:00:00,0,2024-01-02 00:00:00,2024-01-02 00:00:00,,,
92de9cc6-1399-42b6-af59-3202ab34f81a,6f996f5c-9b87-401f-b8e3-3f3286a589f4,5,06:00:00,22:00:00,0,2024-01-02 00:00:00,2024-01-02 00:00:00,,,
aebfeeb7-0dae-45cd-926d-ea8c445dd146,6f996f5c-9b87-401f-b8e3-3f3286a589f4,6,06:00:00,22:00:00,0,2024-01-02 00:00:00,2024-01-02 00:00:00,,,
e0355e61-0bc8-4bc6-ab4c-3a32ab206998,eab23b60-2e47-4b22-a9ad-61036724db86,0,09:00:00,20:00:00,0,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
7fbbba37-edff-4f30-b1a6-95f965cef58c,eab23b60-2e47-4b22-a9ad-61036724db86,1,06:00:00,22:00:00,0,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
91bb47c2-e795-4505-b43c-a27fcf9261a9,eab23b60-2e47-4b22-a9ad-61036724db86,2,06:00:00,22:00:00,0,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
89fa7363-aadf-492b-ac9c-c7cc4b553b36,eab23b60-2e47-4b22-a9ad-61036724db86,3,06:00:00,22:00:00,0,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
5f79604f-f6ee-4ef3-a749-ae09123becdc,eab23b60-2e47-4b22-a9ad-61036724db86,4,06:00:00,22:00:00,0,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
326296c3-4851-4f9f-acf0-1ede7d356ba3,eab23b60-2e47-4b22-a9ad-61036724db86,5,06:00:00,22:00:00,0,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
9ca8a470-c205-4269-9516-c69fdb68a264,eab23b60-2e47-4b22-a9ad-61036724db86,6,06:00:00,22:00:00,0,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
18906908-9c2a-4561-889f-6b15fb01d11f,b7871655-3ad6-4a91-9122-c40bf86ce57a,0,09:00:00,20:00:00,0,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
732f88fa-4cff-443e-800b-eb596bfb0ad4,b7871655-3ad6-4a91-9122-c40bf86ce57a,1,06:00:00,22:00:00,0,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
85c9fad8-e060-46fa-89c3-9a31767051ec,b7871655-3ad6-4a91-9122-c40bf86ce57a,2,06:00:00,22:00:00,0,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
5587e734-6c7c-4263-b422-97a210b22d7d,b7871655-3ad6-4a91-9122-c40bf86ce57a,3,06:00:00,22:00:00,0,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
1ec0d982-866d-4fe1-b1d2-02f979619e50,b7871655-3ad6-4a91-9122-c40bf86ce57a,4,06:00:00,22:00:00,0,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
4d04cde3-336a-46db-8cc3-79d0ceceb4de,b7871655-3ad6-4a91-9122-c40bf86ce57a,5,06:00:00,22:00:00,0,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
5e481be6-8809-4d31-a8ea-66bb05166c73,b7871655-3ad6-4a91-9122-c40bf86ce57a,6,06:00:00,22:00:00,0,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
bcf037c0-f50f-4b49-b3dd-5b349d1f3c3a,9482d0c5-1d4c-4189-8c98-45deba4320da,0,09:00:00,20:00:00,0,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
0e063bfe-cf1c-47a4-82c3-28328d9df686,9482d0c5-1d4c-4189-8c98-45deba4320da,1,06:00:00,22:00:00,0,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
60186c36-f5ab-4a8f-b2bd-c2a4bf5a6169,9482d0c5-1d4c-4189-8c98-45deba4320da,2,06:00:00,22:00:00,0,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
bd08a476-1b1d-4455-8426-b08a671e18e3,9482d0c5-1d4c-4189-8c98-45deba4320da,3,06:00:00,22:00:00,0,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
1b62b70d-d193-4e49-b498-37a683f64f80,9482d0c5-1d4c-4189-8c98-45deba4320da,4,06:00:00,22:00:00,0,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
697f50eb-f66f-4f85-a2c8-1b6ed4f978c3,9482d0c5-1d4c-4189-8c98-45deba4320da,5,06:00:00,22:00:00,0,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
5a783e90-5ca1-4bd5-9e6f-474a2044d36b,9482d0c5-1d4c-4189-8c98-45deba4320da,6,06:00:00,22:00:00,0,2024-01-03 00:00:00,2024-01-03 00:00:00,,,
7470c42d-ed9c-4aa4-8e65-6711934a2832,32854e5d-bab8-41b7-9b33-13bcf30260cf,0,09:00:00,20:00:00,0,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
8886f5f7-055d-4b6f-bdc5-2572ab6eec7e,32854e5d-bab8-41b7-9b33-13bcf30260cf,1,06:00:00,22:00:00,0,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
5f2f3634-3ba9-4da1-aabf-decc4675cff6,32854e5d-bab8-41b7-9b33-13bcf30260cf,2,06:00:00,22:00:00,0,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
ffe6f32f-4cfd-45d8-ab4c-9d3cfe2ea3a2,32854e5d-bab8-41b7-9b33-13bcf30260cf,3,06:00:00,22:00:00,0,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
06fceb24-646e-44c2-9354-5162a4857693,32854e5d-bab8-41b7-9b33-13bcf30260cf,4,06:00:00,22:00:00,0,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
88c7bcfa-9e58-4683-a462-7b303963ab5f,32854e5d-bab8-41b7-9b33-13bcf30260cf,5,06:00:00,22:00:00,0,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
abc1e53d-5076-4a7d-939c-08c05a34df10,32854e5d-bab8-41b7-9b33-13bcf30260cf,6,06:00:00,22:00:00,0,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
2b99e525-6ce5-4566-903e-15302ba1fb03,b200245d-aec6-421e-83b7-9f2968e76d78,0,09:00:00,20:00:00,0,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
8cf1fb75-f0c6-4892-9c8f-3e19ae2c6c9d,b200245d-aec6-421e-83b7-9f2968e76d78,1,06:00:00,22:00:00,0,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
a1a3b377-af00-4ccd-a253-095a2308a136,b200245d-aec6-421e-83b7-9f2968e76d78,2,06:00:00,22:00:00,0,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
ce47d49d-cfd1-4bb5-93e5-89b52998dd55,b200245d-aec6-421e-83b7-9f2968e76d78,3,06:00:00,22:00:00,0,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
041520ac-a55b-4b41-9dc7-e6f5c077b88e,b200245d-aec6-421e-83b7-9f2968e76d78,4,06:00:00,22:00:00,0,2024-01-04 00:00:00,2024-01-04 00:00:00,,,
